reviews,scores
항상 맛있게 먹고 있습니다,5
진짜 맛있게 잘먹었습니다~~,5
간도 좋고 양도 많아서 딱 좋았던거 같아요!!!,5
음식주문한지 1시간50분만에도착 완전늦은시간저녁식사~도착예정시간 2분전표시된후 소식깜깜 이후30분후도착~ 가계전화도 안받고 요기요고객센터는 계속 지연죄송톡만오고 화가머리끝까지올라가서 취소하려고 전화할때쯤통화하고도 한참후도착 밤10시다되온 음식은 다식었고 당면은불었고 기디ㅏ리는시간최악 그나마위안된건 음식맛은 괜춘~그덕분에 화를삭힘ㅠ ㅠ 배달시킬때는 음식점거리확인필수 음식맛은 괜찮으나 깍두기는셔서 버림 기다리는시간 등 다시시키고싶지 않을듯~,1
달짝지근하이 쳐 직이네,5
맛나용!! 매콤 하고 정말 맛있어요~,5
"이제까지 별점을 4점이하로 준적이없는데 오늘 당신들은 0.1개도 아깝습니다 단순히 늦게와서가 아닙니다 전화는 정확히 5통을 걸었는데 맨처음 딱 한번받고 한다는말이 주문많아서늦으니까 어쩔수없다? 자기할말만 하고 끊고서 묵묵부답,뭐하자는겁니까? 입다물고 얌전히 기다리라는겁니까? 제 주문내역 보시면 아시겠지만 한번도 혹평 단적없고요 좋게좋게 리뷰썼었는데 많이 실망스럽네요 이 리뷰 지우지마세요 주말에 비오고 하나 이해하지만 대처가 정말 좋지못했네요 수고하세요",1
오늘도 잘 먹었습니다^^,5
나쁘지 않습니다..,4
맛있어요 양도많고 좋아요,5
양 많아요 ~ 고춧가루가 엄청 많긴 한데 칼칼해서 좋아요,5
내일까지도 충분히 먹을수 있겠군요 배달시간은 1시간정도 감안하시고 음료수나 물은 시원하지 않으니 받자마자 냉장고 넣으시기 바랍나다,5
마싯어요 먹을만함 맵지도 않고  감자추가 못하는게 아쉽,5
늦게 온 거 빼고 무난해요 ㅎ,4
감자가많이왔으면 좋겠어요!,3
양많고 맛있어요 굿굿,5
와 맛도있는데 음료를 이렇게 많이 주실줄은몰랐어요 최고네요 이따 술안주로 또 먹을듯해요..맛있는거 먹을땐 영칼로리잖아요 하하,5
👍👍👍👍👍👍,5
재주문입니다!  맛있어서 또 시켰어요~~~  주문 추가할것이 잇어서 전화드렸는데 점심시간 바쁘신 와중에 친절 대응 해 주셔서 감사합니다!  콜라 두개 챙겨 주셨어요~~~ 감사합니다!  맛있고 친절하고 양많은 동네 맛집!!!! 또 시켜먹을게용  한가지 아쉬운곤 콜라가 너무 흔들렸는지 열었더니 폭발을 했어요 ㅠㅠ 흑흑,5
"콜라가 2개가 왔지만... 정말 신경쓰셔야하는 주문에 집중하지 않으셨던것같아요. 공기밥 5개가 안 와서 전화드리니까 점심시간이라 받을 수 있는 시간이 늦을것같다고, 햇반으로 5개 직접 조리해야하는 상태로 배달기사분이 가져다 주셨네요. 전자렌지 없는 집에서는 못먹었을테죠.. 맛은 당면, 떡이 엄청 너무 불어있었구요.. 그냥 집에 재료있었으면 비슷하게 해먹을 수 있었을 것같아요.. 일단 밥이 누락돼서 기분좋게 주문했지만 기분이 상한 상태로 먹었네요. 별점은 원래 더 가혹하게 드리고 싶었지만 콜라를 2개 주셔서 3개 드립니다..",3
사진은 미처못찍었네요 늦은시간 원조네 닭도리탕생각나서 시켰는데 역시 맛있네요..맛을떠나 양도 너무푸짐하고 완전혜자입니다. 닭도리탕은 거의 넘버원급인것같아요 오래오래번창하세요,5
맛있게 잘 먹었습니다.,5
맛잇게 잘먹엇습니다. 도리탕도 맛잇게 먹엇는디 찜닭도 정말 맛잇어요.,5
맛있어요!  비 오는데 고생하십니다 감사해요,5
겁나맛잇음 콜라 2개나받음 사장님 사랑해요ㅋㅋㅋ 가격도 개쌈,5
맛도양도 여기만한곳이없음,5
역시 양많고 맛있습니다!!!!! 배부르게 잘 먹었습니당^^ 음료 서비스 감사합니다,5
잘 먹었습니다   종종 주문할게요,4
진짜 맛있습니다....  평다 좋길래 그냥 그려러니햏는데 맛집!,5
