reviews,scores
맛잇어요 푸짐해요!,5
한끼용 잘 먹었습니다,5
"1인분 주문시 참고~ 처음 거절 당할때는 배달원 부재라고 하길래.. 점심시간이라 바쁜것 같아서 1시간쯤 후에 다시 시키니 이번엔 아무런 답변도 없이 거절~ 리뷰중에 비슷한 내용 있어서 설마하고 2인분 시키니 바로 접수됨! 1인분 메뉴도 있고, 최소 주문금액이 넘어도 주말 or 바쁠때 1인분은 주문 안받으니 굳이 주문하고 싶다면 2인분 주문하시면 되는데 90분 이상 걸릴 수 있으니 불지 않는걸로 시키시길.. 본인은 만두국에 밥까지 말아 먹으려고 공기밥도 추가했는데, 다 불어서 국물이 거의 남지 않음. 김치만두도 다 식어서 데워 먹음~",1
제가 요청한 내용대로 오진 안았지만 그래도 항상 맛있어요~,5
맛있게 잘먹었습니다,5
참치가 많이 들어있고 채소도 풍부해서 맛있어요,5
맛있게 잘 먹었습니다,5
맛있게 잘 먹었습니다~,5
전체적으론 괜찮으나 뼈해장국이너무짜서 물타먹음,5
배달 빨리 오고 양도 많고 너무 멋있었어요 ^^,5
까다로울 수 있는 요청사항을 들어주셔서 너무 감사했고 맛도 있었습니다,5
맛있게 잘 먹었습니다~,5
부대찌개 맛보다는 김치찌개 햄사리넣은맛이었고 햄사리 진짜 많았어요,5
순두부찌개 맛은 쏘쏘했어요 양 많고 매달은 제 때 왓습니다,4
맛있게 잘 먹었습니다^^ 양도 푸짐하고 고구마치즈돈까스는 말이 필요 없네요~ㅎㅎ 다음에 또 이용할께요~^^,5
뼈해장국 양이 상당해서 며칠은 걱정 없어요. 여기가 다른 곳보다 배달비도 저렴하고 빨라요. 맛도 좋고요 !,5
너무 맛있어요! 양도 엄청많아요  자주 시켜먹는데 항상 만족합니다,5
감자탕이 너무먹고 싶었는데 맛있게 잘먹었어요 우거지도 많있고 고기도 두덩어리 들어있었어요 살이 많지는 않았지만 맛있게먹었어요 밥이 두개와서 오징어는 밥이 안에 없는줄 알았는데 안에 밥이 있어서 놀랐어요 밥에 비하면 오징어양이 좀 적었어요  서비스도 주신 사이다도 엄청 큰 용량이여서 놀랐어요 덕분에 맛있게 먹었습니다  #식후감,5
Pretty good.,5
항상잘먹고있습니다 감사합니다,5
편의점에서  파는것보다 별루입니다,1
역시 새벽엔 한그릇입니다,5
즐거운 식사가 됐네요~^^ 일단 깔끔하고 배달 빠르고 나무랄때 없는 곳이네요 코로나로 힘드실텐데 건승하길 기원합니다,5
맛있어요~★★★★★ 원래 감자탕않좋아는데 근래 먹은 감자탕 중 젤 나은듯,5
제육이진리다....,5
종류가 다양해서  입맛 다른 가족들 취향에 맞출수있어서 좋아요,5
양두맛두 맘에들어요,5
한그릇은 제육도맛있지만 돈까스도 맛있네요~잘먹었습니다,5
너무 맛있었어요!,5
또 묵을게여 ㅎㅎㅎㅎㅎㅎ,5
너무 맛있어요~~~ 사진은 전에 먹은 도시락 ㅎㅎ,5
배달도 도착예정보다 빨리 오고 바삭바삭해요 역시 맛있네요👍👍👍👍👍👍👍👍👍👍♥️,5
음식 맛은 그럭저럭 먹었습니다 반찬 별루 였네요,5
"일단 푸짐한 양이... 어마어마합니다~ㅋㅋ!! 치즈돈까스도 맛있고, 매운돈까스도 맛있었다고 하네요~! 회사에서 점심으로 주문한거였는데 이사오고 싶네요!ㅎㅎ",5
넘배고파서 사진도못찍고 묵어부렀네요~^^;오늘도 맛나게 잘먹었습니다,5
맛있어요♥♥★★★★★,5
맛있습니다. 좋아요.,5
처음 시켜서 많이 준건가요? ㅋ 양이 아주 푸짐하네요ㅋ,4
예상보다 늦게 옴ㅇ,3
맛있게 잘 먹었어요,5
완전 꿀맛이에요~~~,5
언제나 맛있습니다^^,5
맛있게 잘 먹었습니다,5
맛있었어요. 일단 양이 좋고 고기도 괜찮네요. 순대국이 진국이라던 다른분  리뷰도 공감했습니다. 잘 먹었어요!,5
ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅇㅅ,5
맛도 양도 매우 만족합니다!,5
맛있고 양많아서 좋아요~,5
양도 엄청 많아서 놀랬고 맛도 꽤나 맛 있었어요!!!!,5
도시락포장해서 계곡가서 잘먹었습니다  맛있어요 감사합니다😋👍,5
너~~무  너무맛있어요  맛있게잘먹었씁니다,5
최고맛집 !! 요청사항도 들어주시고 잘먹었습니다!!,5
어떤나라 돈까스 소스가 냉장고에 있다나와요?여름이라 냉동까스 주신거임? 감사해요 그나마 밥하나 더주셔서 라면에 밥말아먹음 그리고 순두부는 찌개라 하지마시고 순두부 국이라 하셔야죠 음식점 사장님이 국과 찌개를 모르시나요? 정말 감사함니다 이런 음식도 있다는걸 알려주셔서,1
자주 먹습니다 잘먹고있어요~,5
음료가 캔 음료 지급인줄 알았는데 물이라서 8좀 당황한거 빼고는 도시락 포장 상태가 너무 잘 되있어서 눈 즐거운 상태로 맛있게 잘 먹었어요,5
이번 뼈해장국도 잘 먹었습니다 ! 양이 항상 푸짐하여 음식 걱정이 없네요. 배달도 항상 빠르고 맛도 좋아요. 언제나 잘 되시길 바랍니다. 감사합니다 !,5
항상 잘 먹고 있습니다 맛나요증말,5
맛있게 잘먹었습니다 ^^,5
맛있어요! 항상 감사합니다!,5
맛있어요 ........,5
회사에서 먹을거라 점심시간 배송을 희망했는데 좀 일찍 오셨더라구요. 저는 치즈돈가스 먹었는데 맛있게 먹었습니다. 번창하세요,5
양도 푸짐하고 아주 맛있어요 짱짱,5
양도 많고 맛있게 잘 먹었습니다,5
혼자먹기에양도만족하고맛도있읍니다,5
맛 좋고 고기에 냄새도 안나고  부드럽고  양도 많고  김도 주고  최소주문 8000원 이정도면 대박입니다 그리고 새벽 1시에 시켜서 그런지  총알 배송이네요  새벽에 시킨다고  음식이 이상하게  오는 걱정은 안해도 되니 안심 하시고 시켜 드세요  이 집 괜찮네요  맛도 좋고 양도 많고요,5
시레기 맛나고요 뼈다귀가 약간 아쉬움 국물 괜찬음 드셔볼만 합니다,5
음식은 먹을만 합니다 사람마다 취향이 다르지만 저는 괜찬은것 같아요,4
잘먹었습니다,5
