reviews,scores
배달은 시간내 왔으나 맛은 느끼함이 있었습니다,4
맛있어요 또주뮨할게요!,5
비와서 예상배달시간보다 늦어서 전화했는데 전화를 막아놔서 배달올때까지 답답했어요,5
전체적으로 괜챦았으나 서비스로준 막국수가 소스를 반만주신건지 ㅎㅎ 비벼도 소스맛도 안나고 퍽퍽?했어요. 말랐다는 표현이 맞을수도 ㅋ 족발은 맛있게 잘먹었습니다,5
와~ 양 많네요ㅎㅎ 맛있게 잘 먹었습니다,5
간만에 족발 파티 맛있게 잘 먹었습니다.,5
정말맛있개먹엇눈데  대자는 앞다리아닌가용? 양이매우적어서보니 뒷다리네용,5
쫀득하고 보들보들 맛나요.,5
아주 맛있어요 족발은 여기서만 시켜요,5
"이주변에서 먹었던보쌈중에 가장담백하고 고기냄새 안나고 양도많았어요 심지어 서비스로 주신 막국수는 다른곳에서 6천원이상추가해서먹는것보다 양도많고 맛있었습니다. 중자로 3명이서먹어도 충분하고, 무엇보다 같이주신 무말랭이와 김치는 갓 담근맛이었습니다. 기분좋고든든하게 잘먹었습니다.",5
양도 많고 너무 맛있어요^^,5
너무 맛잇고 가성비고 최고예요,5
예상시간보다빨리왔고 엄청맛나네요,5
예정시간보다 20분 늦게와서 1시간반 걸렸어요ㅠㅜ 근데 맛있습니다ㅋㅋㅋ,5
생일에 온 가족이랑 맛있게 먹었어요,5
너무너무 잘 먹었어요! 양도 푸짐 맛도 너무 맛있어요! 빠르고 안전한 배달도 감사합니다!! 또 주문해서 먹을께요!,5
잘먹었습니다 쿠폰이 안왔네유,4
엄청맛있어요 이틀전에 먹은건데 이제야 리뷰를 쓰네요 이천원추가하고 매운거랑 보쌈반반했는데 하..넘맛있어서 좋았어요 양도많아서 좀 남았어요 국수도 너무맛있어요ㅠㅠㅠ하..너무 좋습니다,5
오랜만에 다시 시캬보았지만 역시나 맛있네요,5
맛있게 잘먹엇어요,5
오전배달도되고 너무 좋네요,5
주문량이 많아서 그런지 배달이 1시간 20분만에 왔어요. 그것말고는 다 좋았습니다.,5
맛있게 잘 먹었습니다.,5
혼술안주로 딱이네요 맛있게 잘 먹었습니다,5
배달이 예상시간보다 너무 빨리도착해서 기분좋게 식사했습니다^^ 맛도 너무 좋아요~,5
와 3명이서 먹다 배터질뻔 서비스 막국수도 양 엄청 많아요 4명이서 먹으면 적당할듯 매운양념 은근 매우니까 매운거 잘 못먹는 분들은 일반족발 ㄱㄱ,5
맛있게 잘 먹었습니다~~^^,5
배송엄청 빠르네요~잘 먹겠습니다^^,4
맛있게 잘 먹었습니다,5
맛있게 잘먹었습니다~~~~ 저는 원래 매콤한걸 좋아하다보니 불족발이 입에 더 잘 맛았어요ㅎㅎ완전 매운맛이 아니고 맛있게 매운맛이네요 번창하세요!,5
막국수 폼이 조금 아쉬웠어요.  양도 생각보다 적었지만 배달은 빨랐답니다.,5
늘 믿고 시키는 화정족발이야기 항상 맛있고 배불러요오오옹 강추입니다!,5
사장님 정말 맛있게 잘먹었습니다~!!!,5
막국수가 맛있어요 재난지원금 사용가능해서 좋네요,5
맛있게 잘 먹았습니다,5
족발이나보쌈먹고싶을때언제나사먹는곳입니다 실망걱정은접어두고있습니다,5
"배달도 빨리오고, 양도 푸짐하고~ 막국수 서비스도 맛나고~ 너무 맛있게 잘먹었습니다~ㅎ",5
너무 맛잇어요!!!!!,5
맛있어요. 빨리왔어요. 자극적이지않고 쫄깃하고 좋아요,5
맛있어요ㅎㅎ 막국수랑 먹으면 한끼 뚝딱입니다,5
맛있어요 매번 시키네요,5
