reviews,scores
아고 사진을 깜빡..! 적당히매콤하게 조앗어요,5
정말 맛있습니다 추천,5
"늘 고기만 먹다가 냉면은 처음 시켰는데,맛있네요 ^^",5
👍👍👍👍👍👍👍👍👍👍,5
정말 너무 맛있습니닷,5
오늘도 맛있게 잘먹었습니다   또 주문할게요,5
삼겹살 맛있게 잘먹었습니다~,5
맛있게잘먹었슴니다,5
"웬만하면 별 5개줍니다. 1개주려다가 참았습니다. 배달업체를 바꾸시던지 하세요. 이런경우는 처음이네요. 번호키 누르고 집안으로 맘대로 문열고 들어오려고 하다니요. 문앞에 놓고 문자달라는 메시지도 있었고, 그런 메시지 없어도 상식적으로 벨을 누르던가 문을 두드려야지 맘대로 집을 들어오려 하는게 이해가 안가네요. 이런경우 처음이라 진짜 황당합니다",3
양도 푸짐해서 이틀 나눠 먹었네여 잘 먹었습니당 ㅎㅎ,5
잘 먹었습니다 :),5
빠른 배달 많은 양,5
배달 빠르고 맛있네요,5
"고기 양이 옛날만큼 많지 않거 일단 정량이 아닌것 같은 고기 였어요 마늘 버섯이 더 많았고 맛도 그닥,,,",2
점심에 배부르게 먹고 싶을때  딱이에요. 맛은 딱히 말할것도 없이 맛있지요. 사장님도 친절하세요,5
항상 맛있어요!!!,5
자주먹습니다.  맛있어요,5
배달 빠르고 맛있게 잘 먹었습니다!,5
맛있게 잘 먹었습니당,5
오랜만에 시켜먹어도 역시 맛있네요  잘먹었습니다,5
배달이 좀 늦었지만 맛있게 잘먹었슺니다,5
고기굽기도 적당하고 크기도 적당하고 양도 많아서 맛있게 잘먹었습니닷!!ㅎㅎ  서비스도 후하시고 완전 좋았어요 고기먹을일 있으면 또 주문할께요ㅎㅎ 대신에 쌈장에 신경쓰셔야할꺼같아요ㅠㅠ 쌈장까자마자 놀랫어요.. 하얀색같은게  있어서요 그래도 고기가 맛나게 잘먹었다답니닷,5
살코기도 많고 잘 구워져 있어서 좋아요 집에서 구우면 냄새도 나고 번거러워서 고기 생각날 때 항상 여기서 시키게 되네요ㅎ 맛있게 잘 먹었습니다~~!!,5
왜이렇게 맛있는지 설명좀 부탁드립니다,5
너무너무너무너무너무너무맛남,5
비가 오는 바람에 배달이 많이 늦었어요 ㅠ 양배추에 냠냠 쌈사서 먹었습니다.,4
존맛탱 ㅎㅎㅎㅎ^ㅎㅎ,5
맛있게 잘 먹었습니다!,5
정말 너무 맛있게 잘먹었습니다. 노릇노릇 쫄깃 바삭...,5
맛있게 잘 먹었습니다~ 다음에 또 먹을게요,5
오랜만에 먹었는데 아이들 역시 잘 먹네요ㅎ 잘 먹었습니다~^^,5
삼겹살 퀄리티가 아주 좋아요,5
맛나게 먹었습니다~,5
항상 맛있게 잘 먹고 있습니다,5
잘먹었습니다 깔끔하고 배달동빠르고  맛도 좋아습니다,5
맛있게 잘 먹었습니다,5
맛잇고 사장님 서비스 좋아요 혼술하기 딱 좋은 구성입니다.,5
맛있게 잘먹었습니다!,5
ㅁ고기 먹을땐 직구삼이 젤좋네요,5
고기는 역시 직구삼 맛있어요 알차고 공기밥도 꽉꽉차있고 진짜 너무맛있어서 먹고 기절후에 다음날 리뷰쓰게되네요,5
맛잇게 먹엇습니다👍,5
맛있는데 마늘이 넘  맵네요,4
완전 알찬 구성에 강추합니다,5
양푸짐하고 항상 맛나요~~ 사진 찍는걸 잊을 만큼 정신없이 먹고나서 포만감에 만족해있다보니 리뷰 늦었네요ㅋ,5
"완전 맛있었고, 양도 많아서 좋았습니다. 조만간 재주문할 생각이예요 :)",5
어제시킴 파랑 명이나물 추가해서 먹으니까 좋네요,5
맛도좋고 양도 푸짐했어요!,5
맛도 있고 양도 많아서 진짜 최곱니다,5
몇일전에 시켜먹었는데 너무 맛있어서 이번엔 더 많이 시켜먹었습니다! 역시 양도 많고 맛도 너무 좋고 배달도 엄청 빨리 와서 좋아요!,5
굿굿 맛있게 잘 먹었어요 쿠폰 꽤 모아서 다음에 써야겠습니다,5
맛있게 잘 먹었습니다 ㅎㅎ,5
비도 오는 날 주문해서 죄송했어요 고지된 시간 안에 오셨구요 따뜻한 삼겹살 온가족이 잘 먹었습니다^^ 감사합니다~,5
소스가 약간 매워지긴 해도 맛있네요!,5
맛있게 잘 먹었습니다,5
예정 시간 1시간 지나서 받았어요,3
와...이 어찌 별이 다섯개이지 아니 할 수 있겠는가!,5
삼겹살 맛있게 잘 먹었습니다 ㅎㅎ 양념이 특히 맛있었습니다. 조금 아쉬웠던 점은 고기에 비계가 많은 것 같습니다 ㅠ 그래도 2만원 정도에 양도 충분하고 쌈채소에 여러 가지로 다양하게 구성돼 있어서 맛있게 잘 먹었습니다 ㅎㅎ,5
고기 완전맛나여 ㅎㅎㅎㅎ,5
처음 시켜서 리뷰 이벤트 참여하는걸 확실히 몰랐는데 감사하게도 이해해주시고 챙겨주셔서 너무 감동했습니다! 그리고 양도 많고 배달도 정말 빠르고 맛도 진짜 맛있어서 싹싹 먹었습니다! 앞으로 삼겹살 먹고 싶을때 시켜먹을 곳 정했습니다!,5
자주 시켜먹는데 항상 맛있어요! (고기 먼저 먹다 찍어서 사진은 적어 보이는데 양도 괜찮아요~),5
양도 푸짐하고 넘 맛있어요❤️❤️ 또 시켜먹을게용~ 감사합니다!!!,5
굿,5
늦게올리네요ㅜㅜ 양되게많고 맛있어요!!!,5
항상 맛있어요!!!,5
맛있어요..잘 먹었습니다~,5
맛있게 잘 먹었습니다,5
삼겹살 집에 굽기 귀찮을 때 자주 먹어요. 제  입맛에는 간이 조금 짭짤하지만 맛있어요,5
항상 맛있게 먹고있어요!!,5
와우! 리뷰보고 주문했지만 반신반의 했는데 양도 많코 짱!입니다. 맛나구용 집에서 기름장 만들고 생와사비 같이 곁들이니 더 좋네요🤗🙃,5
고기 넘 맛있어요!! 볶음밥까지 맛있게 잘 먹었습니다~,5
배달도 빠르고 양도많고 맛도있고 완벽합니다,5
맛있고 알차서 또 시켜먹네요 항상 잘먹고 있습니다,5
고기 맛있게 구워 보내주셔서 감사합니다.  맛있게 잘 먹었어요~  다만 추억의 도시락이 밀봉 포장 때문인지 아주 질척한 죽밥이 되어서 도착했습니다.  밀봉+배달인 점을 고려해서 조금 된밥으로 보내주셔도 좋을 것 같아요. 도시락에 포함된 김이랑 단무지도 따로 나눠서 제공한다면 뜨거운 밥에 영향을 받지 않아 더욱더 만족도가 올라가지 않을까 합니다.  번창하세요~,5
맛있었습니다~,5
예전에 주문해서 받았을때는... 봉지를 뜯는순간 깔끔하고 정갈해서 대접받는 느낌이였는데 이번은 좀... 매번 같을순 없겠지만 그때와 비교하면 많이 차이나는 맛! 많이 차이나는 양! 그럭저럭 한끼는 되는~,4
항상 맛있게 먹고 있어요!,5
맛좋고 양많고 배불러요 ㅠㅠ 담에 또시켜먹을게용,5
맛있는 한 상입니다!! 맛도 양도 다 최고에요!!,5
양이아주많고푸짐했어요 고소하고맛있습니다,5
배달빠르고 맛있습니다. 근데 떡이랑 고기가 합친중량으로 들어가는건가요?,5
맛있게 잘 먹었습니다!,5
역시  매번 느끼는 거지만 같은 직구삼이라도 관악점이 제일 괜찮은듯 합니다. 그 집이 그집인줄알았는데... 확실히 다릅니다. 관악점만 제가 계속 시키는 이유도 여기있네요. 앞으로도 변하지 않길....,5
😀😀😀😀😀😀😀😀😀😀,5
항상 맛있게 잘먹고 있습니다!! 자주 시켜먹을게요ㅎㅎ,5
ㅇ양 진짜진짜진짜 많아요 배불러요 완전 ! 근데 예전보다 훨씬 더 매워진 것 같아요 평소 같았음 좋아했겠지만 지금은 별로 위 상태가 안 좋은지라 약간  아쉬웠어요 ㅠㅠ,5
두번째 주문 ㅎㅎ  배달도 빠르고 양도 많고 맛있어요!! 쌈장 두개넣어주셔서 너무 좋았습니다.!!,5
사진을 깜빡할 정도로 너무 맛잇게 잘 먹엇네용ㅋㅋ 파절이에 먹으니까 개꿀맛!,5
맛있게잘먹었습니다잉,5
맛있어요 추천합니당ㅎ,5
너무 맛있게 먹었습니당,5
고기만 메뉴는 아주 사랑입니다♥︎ 집에 남은 상추+쌈장 있으면 완전고기만으로 고고고,5
잘 먹었습니다!!!,5
잘익은고기가아주고소하고맛있었어요 양도적당했습니다,5
맛있게 잘 먹었습니다^^,5
항상 시켜먹지만 늘 맛있어요!!ㅎㅎ 바싹 익혀달라는 부탁 잘 들어주신 것도 감사합니다 또 시킬게요~,5
사진을 못찍었네요ㅠ 리뷰가 늦었습니다. 배달도 예상시간보단 빨랐고 고기양이나 반찬양같은것도 딱 먹기좋았어요. 덕분에 잘먹었습니다.,5
잘먹었어요 서비스감사합니다,5
.,5
