reviews,scores
초밥이랑 회덮밥은 항상 시켜먹던 메뉴였고 돈까스는 이번에 처음 시켜봤는데 부드럽게 두툼했고 돈까스랑 샐러드 소스는 직접 만드시는건지 사먹는 소스들이랑 다른맛이라 너무 좋았어요! 가족들이랑 길초밥은 음식에 진짜 진심인 것 같다며 맛있게 잘 먹었습니다💛,5
맛있어요 고기 두툼하니~ 잘 먹었네요,5
초밥 너무 맛있네요 잘 먹었습니다,5
걍 신림 배달 초밥 원탑,5
식사시간에도 예정시간대로 와줘서 맛있게 먹습니다~ 역시나 존맛탱 길초밥,5
너무 맛있게 먹느라 사진 찍는거 까먹 .. ㅠ 또 주문할게요!,5
맛있네요ㅎㅎ 감사합니다!!!,5
뭐야 맛잇자나,5
"불초밥은 맛있는지 아이가 쉬지않고 먹어요. 돈까스는 조금 퍽퍽하지만 괜찮아요. 초밥은 간이 맞지만, 온도가 아쉬워요",4
배달 음식 맛있게 잘 먹었습니다,5
늘정성스럽게보내주셔서감사해요..또주문할게요..ㅎ,5
항상 맛있게 먹고있어요 ㅋㅋㅋㅋ 순삭입니다 ㅋㅋㅋㅋ 다음에 또 시켜먹을게요 *_* 많이파세용,5
역시 맛있어요~ 근데 바쁘셨는지 회도 좀 덜 잘리고 황새치 리뷰로 먹고 맛있어서 시킨건데 소스가 전보다 너무 적었어요 ㅠㅠ 담엔 많이 요청드려야겠어요,5
잘먹겠습니다. 감사합니다~,5
맛있게 잘먹었습니다,5
너무 푸짐해서 놀랐습니다ㅠㅠ! 서비스도 챙겨주시고 그리고 덮밥 상하지 말라고 얼음물 같이 넣으신거 같은데 이거 보고 또 섬세함에 놀랐어요. 덕분에 맛있게 먹었습니다!!,5
다 맛있음. 근데 다음에 시킬 때는 깻잎 빼달라고 요청사항에 써도 되나요? 제가 깻잎에 약해서 ㅋㅋㅋ.,5
배달도 빠르고 맛도 좋은데 초밥 하나가 너무 제 스타일이 아니여서 좀 별로였어요 그래도 나머지는 맛있었습니다👍,5
항상 맛이있지만 양보다 가격이...😂,5
잘먹었습니다,5
푸짐한 양과 훌륭한 맛이 좋아 자주 시키게됩니다. 더워서 최근 안시키다 오래간만에 먹으니 더 맛있네요~ 맛있게 클리어했어요~~,5
양도 넉넉하구 맛있어서 한끼 식사로 딱 좋았습니다~,4
너무너무너무너무맛나요,5
배달도 빠르고 맛있어요👍,5
맛좋고 양도 엄청 푸짐하네요... 잘먹엇습니다,5
맛나게 잘 먹었습니다! :),5
회덮밥은 여기서만 먹습니다 사장님도 친절하심,5
